,time_date,site,continent_id,buyer_country,buyer_region,buyer_city,distance,buyer_id,mobile,package,channel_id,buying_date,dealing_date,adults,children,room,destination_id,destination_type,dealing,regency_continent,regency_country,regency_market,cnt,regency_cluster
141724,5/26/2014 12:25,2,3,66,337,42944,1234.8774,4661,0,1,9,6/17/2014,6/21/2014,2,0,1,11372,1,0,1,4,121,199,44
48140,5/24/2013 9:14,8,4,77,824,15015,78.4176,5821,0,1,9,5/24/2013,5/26/2013,2,1,1,17599,1,0,2,0,63,1050,44
200669,7/18/2014 10:15,13,1,46,347,30537,175.1878,9769,0,0,5,7/30/2014,8/3/2014,2,0,1,11362,3,1,1,6,144,1159,44
48195,6/5/2014 9:47,8,4,77,824,15015,74.2136,5821,0,0,9,6/17/2014,6/19/2014,2,0,1,18093,1,0,1,0,63,959,44
122880,2/22/2013 16:11,8,4,77,977,53780,9174.8683,5970,0,0,9,7/2/2013,7/4/2013,2,0,1,792,1,0,1,6,208,1480,44
302392,11/9/2013 12:57,2,3,66,174,24103,2501.3793,9075,0,0,9,5/22/2014,5/26/2014,2,0,1,12224,6,0,1,2,50,213,34
259308,9/29/2013 11:00,2,3,66,258,31446,979.6288,3477,0,0,9,11/28/2013,11/29/2013,1,0,1,8268,1,0,2,2,50,682,34
72937,6/9/2014 10:42,2,3,66,174,55922,465.7542,1196,0,0,9,6/12/2014,6/15/2014,2,0,1,45689,6,0,3,2,50,368,34
244997,12/28/2013 14:31,26,0,215,646,51733,199.3947,6601,0,1,0,3/13/2014,3/16/2014,1,1,1,11972,1,0,2,4,8,1456,34
229253,3/11/2014 16:55,2,3,66,462,1263,886.1257,1557,0,0,9,3/24/2014,3/26/2014,1,0,1,8250,1,0,1,2,50,628,34
189503,2/23/2013 11:16,2,3,66,363,12346,2371.262,2780,0,0,9,4/3/2013,4/7/2013,2,2,1,8278,1,0,1,2,50,368,34
167915,8/3/2013 14:58,2,3,66,174,7533,0.5012,6029,0,0,9,8/4/2013,8/6/2013,2,0,1,24374,6,0,3,2,50,627,34
313851,1/17/2013 12:13,2,3,66,462,48168,2696.6909,5620,0,0,9,3/29/2013,4/5/2013,2,2,1,8857,1,0,1,2,50,214,34
307177,8/24/2014 6:52,2,3,66,403,46482,752.0629,9380,0,0,9,12/23/2014,12/26/2014,3,1,1,903,1,0,1,2,50,626,34
121250,8/5/2014 18:34,2,3,66,246,47851,4713.8809,7770,0,0,0,5/16/2015,5/18/2015,2,0,1,28514,6,0,3,2,50,1457,34
259405,11/17/2013 8:21,2,3,66,258,31446,993.1535,3477,0,0,9,11/30/2013,12/1/2013,4,1,1,8839,1,0,1,2,50,665,34
242030,5/21/2014 22:00,2,3,66,174,11000,137.548,5787,0,0,9,6/15/2014,6/19/2014,2,0,1,8832,1,0,1,2,50,627,34
3888,10/8/2014 15:50,2,3,66,442,41447,1285.1819,8467,0,1,2,10/31/2014,11/3/2014,2,0,1,8250,1,0,3,2,50,628,34
56550,10/23/2013 20:09,2,3,66,153,5526,101.8011,9967,0,0,9,11/23/2013,11/24/2013,2,0,1,30150,4,0,1,2,50,670,34
266768,11/9/2014 12:48,2,3,66,288,18996,1742.8801,7755,0,0,1,5/23/2015,5/30/2015,2,0,1,11335,1,0,1,4,136,196,34
310750,9/27/2014 8:28,11,3,205,354,41495,8869.0743,7461,0,0,3,1/27/2015,2/2/2015,2,0,1,18569,1,0,1,3,182,83,34
135976,5/6/2014 21:23,2,3,66,258,4687,1839.0978,2702,0,0,9,12/29/2014,1/2/2015,2,2,1,8824,1,0,1,4,8,118,34
272642,11/26/2014 15:14,34,3,205,155,14703,1963.335,859,0,1,9,2/19/2015,2/22/2015,2,0,1,8824,1,0,1,4,8,118,34
334203,12/13/2014 19:38,34,3,205,354,25315,74.1178,6253,0,0,9,12/16/2014,12/18/2014,2,0,1,55518,6,0,1,2,198,988,34
157967,7/31/2014 13:09,2,3,66,226,52809,360.9302,1658,0,0,0,8/29/2014,9/1/2014,3,0,2,51559,4,0,3,2,50,624,34
337292,11/13/2014 8:31,2,3,66,174,24103,767.8869,232,1,1,9,12/19/2014,12/28/2014,2,0,1,8802,1,1,1,2,50,503,34
163049,1/25/2014 18:58,34,3,205,354,41495,1078.521,7607,0,1,9,12/5/2014,12/13/2014,2,2,1,17520,3,0,2,2,50,682,34
139891,7/19/2014 9:11,2,3,66,174,35574,93.4221,9253,1,0,2,8/16/2014,8/18/2014,4,4,1,28742,4,0,2,2,50,367,34
161922,11/22/2014 10:34,2,3,66,311,47357,1074.1787,6345,0,0,1,2/19/2015,2/27/2015,1,0,1,12654,5,0,4,2,50,682,34
157965,7/31/2014 13:08,2,3,66,226,52809,360.9302,1658,0,0,0,8/29/2014,8/31/2014,2,0,1,51559,4,0,3,2,50,624,34
161920,11/22/2014 6:19,2,3,66,311,47357,1074.1787,6345,0,0,1,2/19/2015,2/27/2015,2,0,1,8268,1,0,1,2,50,682,34
212578,7/4/2013 17:57,2,3,66,174,41209,861.1502,4314,1,0,9,8/6/2013,8/7/2013,2,2,1,25085,6,0,3,2,50,671,34
111824,8/17/2014 12:51,2,3,66,189,55926,2174.8245,221,0,1,1,1/9/2015,1/13/2015,2,0,1,8272,1,0,16,2,50,659,34
240338,8/30/2013 12:22,2,3,66,363,2495,1016.6541,6869,0,1,9,11/28/2013,11/30/2013,2,2,1,11335,1,0,1,4,136,196,34
224477,8/13/2013 4:48,24,2,66,442,23258,1419.8491,3630,0,0,2,12/24/2013,12/30/2013,2,1,1,8791,1,0,1,4,8,110,34
89331,4/15/2014 17:30,2,3,66,174,39877,826.5934,6721,0,0,9,4/16/2014,4/17/2014,1,0,1,12003,1,0,1,2,50,654,34
241055,12/4/2014 12:18,2,3,66,363,11295,1630.777,8866,0,0,3,1/13/2015,1/18/2015,2,0,1,8814,1,0,1,4,51,1509,34
46224,12/24/2013 10:43,2,3,205,312,53607,8334.5215,3403,0,0,9,1/25/2014,1/27/2014,4,0,2,5401,6,0,2,3,182,83,34
89621,9/29/2014 14:48,2,3,66,462,49272,2705.2214,7796,0,0,9,11/6/2014,11/11/2014,2,0,1,12619,5,0,1,2,50,214,34
258839,12/17/2014 18:01,2,3,66,220,40105,144.5136,2795,1,0,2,12/19/2014,12/20/2014,2,0,1,13443,4,0,1,2,50,682,34
183453,7/2/2014 0:11,2,3,66,174,23706,89.4362,2089,0,0,9,7/3/2014,7/4/2014,1,0,1,9147,1,0,1,2,50,367,34
242628,12/28/2013 11:06,2,3,66,174,18037,627.8386,7140,0,1,2,1/18/2014,1/19/2014,1,0,1,8272,1,0,1,2,50,659,34
263702,9/5/2014 20:59,8,4,77,824,45113,1968.4103,3366,0,0,9,11/6/2014,11/15/2014,2,2,2,20038,6,0,1,0,87,58,34
234832,3/10/2014 19:00,34,3,205,354,50446,4594.9948,6282,0,1,9,3/28/2014,4/11/2014,2,2,1,8856,1,0,2,2,50,636,34
325512,12/5/2013 7:09,2,3,66,471,46442,1730.6327,2045,0,0,9,3/8/2014,3/15/2014,3,0,2,8814,1,0,1,4,51,1509,34
134784,12/26/2014 18:25,34,3,205,354,11747,8884.4062,8186,0,0,9,1/28/2015,1/30/2015,2,0,1,18569,1,0,1,3,182,83,34
60991,10/14/2014 19:42,34,3,205,135,27655,468.0333,7091,0,0,0,10/24/2014,10/25/2014,2,0,1,26428,6,0,3,2,198,402,34
301614,2/15/2013 17:38,23,1,1,165,8841,5595.3683,6699,0,0,5,3/1/2013,3/2/2013,2,1,1,12188,6,1,1,4,8,110,34
259447,7/18/2014 14:52,2,3,66,258,47530,983.9102,3477,0,0,9,9/25/2014,9/29/2014,2,0,1,8268,1,0,1,2,50,682,34
38507,1/13/2014 12:04,34,3,205,155,14703,2210.6978,7235,0,1,9,2/6/2014,2/9/2014,2,0,1,8810,1,0,1,4,8,1532,34
234299,8/4/2014 13:05,2,3,66,363,29656,143.1707,3496,0,0,1,8/9/2014,8/11/2014,2,0,1,5270,1,0,1,2,50,695,34
234902,12/18/2014 17:55,2,3,66,322,47357,914.7574,6913,0,0,9,2/16/2015,2/20/2015,5,0,1,12654,5,0,1,2,50,682,34
35358,7/30/2013 5:41,2,3,66,448,44417,1355.7631,8473,0,1,9,3/18/2014,3/23/2014,2,0,1,8791,1,0,2,4,8,110,34
313115,10/9/2014 11:49,8,4,77,824,43506,454.9779,3619,0,0,9,10/18/2014,10/19/2014,3,0,1,12365,5,0,1,0,63,962,34
17568,12/27/2014 13:54,2,3,66,351,4469,1916.5992,7482,0,0,9,4/29/2015,5/1/2015,1,0,1,9145,1,0,2,2,50,364,34
152282,11/23/2014 11:30,11,3,205,135,15542,3468.6179,8729,0,0,5,4/3/2015,4/5/2015,6,0,3,12257,6,0,1,4,51,1509,34
48021,7/28/2014 22:57,13,1,46,172,56153,4923.9081,5664,0,0,3,12/21/2014,12/26/2014,2,0,1,8268,1,1,1,2,50,682,34
143689,10/7/2014 9:50,2,3,66,220,43026,133.1773,8403,0,0,3,10/11/2014,10/12/2014,2,0,1,8268,1,0,1,2,50,682,34
124873,6/1/2013 22:22,34,3,205,155,13951,66.8467,7839,1,0,9,6/5/2013,6/6/2013,5,2,2,26428,6,0,1,2,198,402,34
155687,11/26/2014 19:20,2,3,66,258,42500,1001.4042,6428,0,0,1,2/25/2015,3/1/2015,2,0,1,8268,1,0,1,2,50,682,34
231636,11/30/2013 6:17,34,3,205,354,50386,1078.1983,727,0,1,9,1/3/2014,1/7/2014,2,4,1,8268,1,0,1,2,50,682,34
1500,8/9/2014 15:31,2,3,66,174,21356,2103.7012,7523,1,0,9,11/2/2014,11/6/2014,4,0,1,8791,1,0,2,4,8,110,34
70696,10/24/2014 5:33,2,3,66,220,2086,197.1405,6024,0,0,0,11/26/2014,11/28/2014,2,2,1,8268,1,0,1,2,50,682,34
333741,6/8/2013 19:15,2,3,66,462,48217,2663.2419,3052,0,0,9,7/20/2013,7/27/2013,2,1,1,19773,6,0,2,2,50,214,34
55470,8/11/2014 12:59,2,3,66,174,24294,122.3485,8040,0,0,9,8/30/2014,9/1/2014,2,2,1,9147,1,0,1,2,50,367,34
226642,10/25/2014 15:13,2,3,66,447,2966,8546.4042,6926,0,1,9,11/9/2014,11/12/2014,5,0,2,18569,1,1,1,3,182,83,34
163053,1/27/2014 20:46,34,3,205,354,41495,1078.521,7607,0,0,9,12/1/2014,12/10/2014,2,2,1,17520,3,0,2,2,50,682,34
165900,10/8/2014 7:51,2,3,66,294,7976,186.9127,2997,0,0,9,10/25/2014,10/26/2014,2,0,1,12149,1,0,1,2,50,624,34
38725,8/4/2014 14:49,2,3,66,311,50995,1735.7726,7336,0,1,0,8/21/2014,8/27/2014,2,2,1,8791,1,0,2,4,8,110,34
23953,9/16/2013 19:28,8,4,77,520,14746,4457.4929,5203,0,0,9,10/13/2013,10/20/2013,2,1,1,5401,6,0,3,3,182,83,34
121184,7/28/2014 23:08,2,3,66,246,47851,4713.8809,7770,0,0,9,5/16/2015,5/18/2015,2,0,1,28514,6,0,3,2,50,1457,34
71943,7/17/2014 19:17,2,3,66,442,25538,13.9684,8630,0,0,0,7/18/2014,7/20/2014,3,0,1,8235,1,0,1,2,50,406,34
220036,10/22/2014 8:02,2,3,66,348,48862,1612.3481,8498,0,0,0,11/3/2014,11/9/2014,1,0,1,12257,6,0,2,4,51,1509,34
134772,12/14/2014 2:12,34,3,205,354,11747,8884.4062,8186,0,0,9,1/28/2015,1/30/2015,3,0,1,18569,1,0,1,3,182,83,34
240339,8/30/2013 12:23,2,3,66,363,2495,1016.6541,6869,0,1,9,11/27/2013,12/1/2013,2,2,1,11335,1,0,1,4,136,196,34
183460,9/11/2014 22:40,2,3,66,174,49258,205.2334,2089,0,0,9,9/13/2014,9/15/2014,1,0,1,44241,8,0,1,2,50,628,34
84633,3/16/2014 10:26,2,3,66,337,6599,947.0765,4733,0,1,9,5/15/2014,5/18/2014,1,1,1,8268,1,0,1,2,50,682,34
163040,1/22/2014 21:43,34,3,205,354,41495,1078.521,7607,0,1,9,12/2/2014,12/9/2014,2,2,1,8268,1,0,1,2,50,682,34
163063,2/1/2014 6:11,34,3,205,354,41495,1078.521,7607,0,1,9,12/6/2014,12/14/2014,2,2,1,8268,1,0,1,2,50,682,34
325505,12/4/2013 15:50,2,3,66,471,46442,1733.0405,2045,0,0,9,3/8/2014,3/15/2014,3,0,1,8814,1,0,2,4,51,1509,34
332596,9/30/2014 16:30,34,3,205,354,50386,1078.1983,7900,0,0,9,10/24/2014,10/26/2014,2,2,1,17520,3,0,1,2,50,682,34
61693,8/9/2014 11:52,2,3,66,174,9890,88.1489,9696,0,0,9,9/5/2014,9/7/2014,2,0,1,9147,1,0,2,2,50,367,34
220688,7/30/2014 7:46,2,3,66,143,49966,468.1442,970,1,0,9,7/30/2014,8/2/2014,2,0,1,8268,1,0,1,2,50,682,34
236772,12/6/2013 14:51,2,3,66,294,1784,593.0385,6386,0,0,9,12/25/2013,12/26/2013,2,2,1,17520,3,0,1,2,50,682,34
295829,12/8/2014 18:26,2,3,66,260,31773,1902.9564,4825,0,0,9,2/13/2015,2/14/2015,2,0,1,12839,5,0,3,4,51,1509,34
180409,10/29/2013 14:32,2,3,66,174,28950,597.2595,6689,0,1,9,1/21/2014,1/26/2014,1,0,1,11625,1,0,1,2,50,658,34
315020,5/29/2014 21:57,2,3,66,174,41209,172.5616,8721,0,0,9,5/31/2014,6/1/2014,2,0,1,8832,1,0,3,2,50,627,34
163052,1/27/2014 20:46,34,3,205,354,41495,1078.521,7607,0,0,9,12/1/2014,12/11/2014,2,2,1,17520,3,0,1,2,50,682,34
163039,1/22/2014 21:30,34,3,205,354,41495,1078.521,7607,0,1,9,12/5/2014,12/12/2014,2,2,1,8268,1,0,1,2,50,682,34
310751,9/27/2014 8:28,11,3,205,354,41495,8869.0743,7461,0,0,3,1/27/2015,2/2/2015,3,0,1,18569,1,0,2,3,182,83,34
124966,8/11/2014 16:46,2,3,66,174,38751,143.5116,8017,0,0,9,8/29/2014,9/1/2014,2,0,1,9147,1,0,1,2,50,367,34
48210,7/17/2014 16:26,8,4,77,824,15015,411.6998,5821,0,0,9,8/28/2014,8/29/2014,2,0,1,20433,6,0,1,0,63,1162,34
131226,9/2/2014 18:29,2,3,66,348,41524,958.3724,7379,0,1,9,10/8/2014,10/13/2014,2,0,1,8268,1,0,1,2,50,682,34
132865,10/21/2014 12:23,2,3,66,226,42300,409.1889,2266,0,1,9,11/27/2014,11/29/2014,2,0,1,8268,1,0,1,2,50,682,34
272480,6/29/2014 0:52,2,3,66,220,2086,197.7916,741,0,0,0,7/14/2014,7/18/2014,2,1,1,17520,3,0,3,2,50,682,34
1198,11/12/2014 6:47,2,3,66,311,33705,2030.6503,6929,1,1,2,3/2/2015,3/9/2015,2,0,1,8033,1,0,1,2,50,652,34
22471,7/7/2013 17:15,2,3,66,220,5444,62.3029,1587,1,0,9,7/21/2013,7/24/2013,3,1,1,8268,1,0,1,2,50,682,34
34893,9/9/2014 17:10,2,3,66,174,36330,2078.5663,7727,0,1,5,12/20/2014,12/26/2014,2,2,1,8791,1,0,9,4,8,110,34
197098,4/2/2014 9:33,8,4,77,520,14746,9465.2041,9436,0,0,0,9/29/2014,10/5/2014,2,2,1,8268,1,0,1,2,50,682,34
307170,8/21/2014 19:00,2,3,66,403,46482,752.0629,9380,0,0,0,12/23/2014,12/26/2014,3,1,1,903,1,0,1,2,50,626,34
240295,9/19/2014 7:22,2,3,66,442,17078,908.3296,6461,0,0,0,9/19/2014,9/21/2014,2,2,1,17563,1,0,1,2,50,1235,34
276858,12/30/2014 21:32,2,3,66,442,23258,265.7796,7049,0,0,9,12/31/2014,1/1/2015,2,0,1,11998,1,0,1,2,50,670,34
179441,5/26/2013 11:05,2,3,66,174,17901,358.9845,4798,0,0,9,7/4/2013,7/7/2013,2,1,1,8834,1,0,1,2,50,355,34
163025,1/22/2014 17:06,34,3,205,354,41495,1078.521,7607,0,1,9,12/2/2014,12/9/2014,2,2,1,17520,3,0,2,2,50,682,34
235262,11/3/2014 13:20,11,3,205,343,37594,2880.5499,8986,0,0,5,1/8/2015,1/15/2015,3,0,1,11972,1,0,1,4,8,1456,34
157968,7/31/2014 13:11,2,3,66,226,52809,360.9302,1658,0,0,0,8/28/2014,8/31/2014,3,0,2,51559,4,0,2,2,50,624,34
118484,10/10/2014 20:03,2,3,66,174,5938,308.0524,3138,0,0,8,12/19/2014,12/21/2014,3,2,1,8272,1,0,1,2,50,659,34
256074,2/3/2014 16:19,2,3,66,442,2822,655.9398,5202,1,1,9,3/27/2014,3/30/2014,2,0,1,8787,1,0,1,4,8,109,34
101737,7/16/2013 14:31,2,3,66,442,32139,104.209,789,1,0,6,7/23/2013,7/24/2013,2,2,1,32737,4,0,1,2,50,406,34
232209,10/15/2014 12:08,2,3,66,174,21942,2496.4008,5236,0,1,1,12/17/2014,12/22/2014,1,0,1,8856,1,0,1,2,50,636,34
277731,10/24/2014 11:26,13,1,46,347,24674,4879.3245,9152,0,0,0,7/9/2015,7/14/2015,2,3,1,28514,6,0,1,2,50,1457,34
109641,7/7/2014 12:44,2,3,66,348,48862,717.7547,7551,0,0,1,8/29/2014,9/1/2014,2,0,1,17563,1,0,1,2,50,1235,34
213616,4/29/2014 19:43,2,3,66,260,19022,4296.4156,9675,0,1,9,8/4/2014,8/11/2014,2,0,1,4842,3,1,1,2,50,213,34
237203,12/11/2014 9:20,2,3,66,356,113,2530.2676,8706,0,0,9,1/3/2015,1/7/2015,2,0,1,8268,1,1,1,2,50,682,34
13636,10/10/2014 8:33,2,3,66,442,46296,741.4559,8100,0,0,0,10/22/2014,10/26/2014,3,0,2,8810,1,0,1,4,8,1532,34
144859,7/10/2014 21:00,2,3,66,153,25392,22.8341,267,1,0,9,7/22/2014,7/24/2014,2,0,1,8272,1,0,1,2,50,659,34
291953,11/29/2014 8:02,2,3,66,363,11295,2133.1414,5395,0,0,9,6/24/2015,7/1/2015,3,0,1,8976,1,0,1,4,52,202,34
169527,5/28/2013 14:00,2,3,66,174,53485,128.406,9231,0,0,9,8/12/2013,8/15/2013,4,2,2,45689,6,0,2,2,50,368,34
315021,5/29/2014 21:58,2,3,66,174,41209,158.9632,8721,0,0,9,5/31/2014,6/1/2014,4,0,1,8832,1,0,2,2,50,627,34
35573,12/23/2013 9:06,2,3,66,352,30279,1190.3682,8940,0,1,0,2/16/2014,2/21/2014,2,0,1,8791,1,0,2,4,8,110,34
226624,10/25/2014 14:15,2,3,66,447,2966,8546.4042,6926,0,1,9,11/8/2014,11/11/2014,5,0,2,18569,1,0,10,3,182,83,34
104814,1/21/2014 15:55,13,1,46,172,18694,7722.4099,3198,0,0,4,5/4/2014,5/7/2014,2,1,1,12183,6,0,1,2,50,636,34
156670,8/15/2014 12:11,2,3,66,174,38375,1388.9834,7901,0,0,9,1/3/2015,1/5/2015,5,2,2,8810,1,0,2,4,8,1532,34
139555,11/14/2014 9:44,2,3,66,184,2037,579.3925,7263,0,0,2,11/22/2014,11/23/2014,2,0,1,23682,6,0,1,2,50,659,34
5452,4/30/2014 20:14,2,3,66,174,26232,1567.81,7072,1,1,1,10/15/2014,10/18/2014,2,0,1,8810,1,0,1,4,8,1532,34
311539,11/7/2014 12:19,2,3,66,348,48862,955.9579,976,0,0,9,11/11/2014,11/12/2014,2,0,1,8268,1,0,1,2,50,682,34
161927,11/22/2014 11:30,2,3,66,311,47357,1074.1787,6345,0,0,1,2/25/2015,2/27/2015,2,0,1,12654,5,0,1,2,50,682,34
163108,10/27/2014 18:54,34,3,205,354,41495,1078.521,7607,0,0,9,12/4/2014,12/12/2014,2,2,1,8268,1,0,1,2,50,682,34
55366,3/28/2014 19:36,2,3,66,174,24103,8686.3108,8040,0,0,0,4/16/2014,4/20/2014,2,2,1,18569,1,0,2,3,182,83,34
135410,8/11/2013 18:42,2,3,66,196,2428,826.8089,996,1,1,9,8/18/2013,8/21/2013,2,1,1,11335,1,1,1,4,136,196,34
262084,9/24/2014 16:09,2,3,66,174,5938,81.1843,7345,1,0,9,9/27/2014,9/28/2014,2,2,1,9147,1,0,1,2,50,367,34
161915,11/22/2014 6:03,2,3,66,311,47357,1066.8156,6345,0,0,1,2/19/2015,2/27/2015,2,0,1,8268,1,0,1,2,50,682,34
271575,5/20/2014 15:46,2,3,66,462,52482,176.4815,7131,0,0,9,6/7/2014,6/8/2014,2,2,1,26428,6,1,1,2,198,402,34
53459,6/19/2013 17:57,10,0,182,400,23333,4238.2792,5793,0,0,0,2/19/2014,2/28/2014,2,1,1,12188,6,0,2,4,8,110,34
276863,12/30/2014 21:40,2,3,66,442,23258,269.9581,7049,0,0,9,12/31/2014,1/1/2015,2,0,1,11998,1,0,1,2,50,670,34
40472,12/8/2014 21:21,2,3,66,311,48189,2337.6109,2130,0,1,9,12/23/2014,12/27/2014,2,1,1,8250,1,0,1,2,50,628,34
173999,4/16/2014 3:52,2,3,66,351,44304,1744.2959,6179,0,1,0,5/25/2014,5/31/2014,2,0,1,5703,3,0,1,2,50,659,34
191704,11/4/2014 12:50,2,3,66,331,54953,468.3469,486,0,1,9,11/5/2014,11/9/2014,2,2,1,8268,1,0,1,2,50,682,34
160017,6/11/2014 10:14,11,3,205,343,37594,1491.5837,4096,0,1,9,7/24/2014,7/28/2014,2,0,1,8268,1,0,1,2,50,682,34
157966,7/31/2014 13:09,2,3,66,226,52809,360.9302,1658,0,0,0,8/30/2014,9/1/2014,3,0,2,51559,4,0,2,2,50,624,34
139553,11/12/2014 8:34,2,3,66,184,2037,579.3925,7263,0,0,2,11/22/2014,11/23/2014,2,0,1,23682,6,0,1,2,50,659,34
163078,9/23/2014 20:00,34,3,205,354,41495,1078.521,7607,0,0,9,12/4/2014,12/12/2014,2,2,1,8268,1,0,2,2,50,682,34
182863,7/13/2014 10:38,2,3,66,321,18146,2441.5566,1176,0,0,3,12/3/2014,12/6/2014,2,0,1,12257,6,0,1,4,51,1509,34
54884,7/20/2014 23:12,2,3,66,351,274,803.8525,7133,1,0,9,7/26/2014,7/29/2014,2,2,1,13436,4,0,1,2,50,682,34
174612,10/5/2014 19:58,2,3,66,447,36988,643.1325,6672,0,1,2,11/20/2014,11/24/2014,2,0,1,8278,1,0,1,2,50,368,34
1204,12/25/2014 8:13,2,3,66,311,33705,2030.6503,6929,1,1,2,3/2/2015,3/9/2015,2,0,1,38738,4,0,1,2,50,652,34
56583,11/5/2014 6:23,2,3,66,153,20706,101.9893,9967,0,0,2,11/9/2014,11/10/2014,2,2,1,11998,1,0,1,2,50,670,34
128140,7/30/2014 18:27,2,3,66,174,21183,222.1605,7694,0,0,9,8/8/2014,8/10/2014,2,2,1,8250,1,0,1,2,50,628,34
74214,7/1/2014 9:49,2,3,66,260,19022,1007.8787,3497,0,0,7,8/2/2014,8/11/2014,2,0,1,11353,1,0,1,2,50,699,34
233414,7/21/2014 10:51,11,3,205,312,22859,3311.8190000000004,414,0,1,9,10/1/2014,10/9/2014,2,2,1,154,3,0,1,4,52,202,34
12637,2/6/2014 16:52,2,3,66,258,4687,996.9136,5780,0,0,3,2/27/2014,3/4/2014,2,0,1,8268,1,0,1,2,50,682,34
319191,8/1/2014 8:47,2,3,66,258,4687,159.7073,7426,0,0,9,8/15/2014,8/17/2014,4,2,1,27565,1,0,1,2,50,617,34
29756,1/9/2014 12:07,2,3,66,321,46999,1937.0255,8463,0,1,9,3/10/2014,3/15/2014,2,0,1,8791,1,0,5,4,8,110,34
120798,10/3/2014 21:57,2,3,66,174,16634,422.8291,6415,0,0,9,10/11/2014,10/13/2014,4,0,2,8278,1,0,2,2,50,368,34
148508,8/12/2014 11:13,11,3,205,354,55763,1033.651,8752,0,1,9,9/25/2014,9/29/2014,1,1,1,8268,1,0,1,2,50,682,34
325498,12/3/2013 14:04,2,3,66,471,46442,1723.2674,2045,0,1,9,3/7/2014,3/14/2014,2,0,1,8814,1,0,3,4,51,197,34
160520,7/21/2013 22:34,2,3,66,153,8596,1048.2178,4820,0,0,9,7/29/2013,7/30/2013,1,0,1,11921,1,0,3,2,50,634,34
271439,11/18/2014 1:22,2,3,66,174,46432,8343.542,6690,0,0,9,8/7/2015,8/14/2015,2,0,1,12545,5,0,1,3,182,83,34
262457,8/16/2014 15:07,11,3,205,411,50761,3609.4011,8726,0,1,1,2/13/2015,2/19/2015,2,0,1,154,3,0,11,4,52,202,34
149323,2/20/2014 5:52,2,3,66,220,8159,2266.9853,1068,0,0,9,2/26/2014,2/28/2014,1,0,1,29936,4,0,2,2,50,368,34
118457,6/19/2014 21:47,2,3,66,174,5938,80.9269,3138,0,0,9,6/21/2014,6/22/2014,2,1,1,9147,1,0,1,2,50,367,34
22622,8/5/2014 16:43,2,3,66,220,5444,69.184,1587,0,0,0,8/7/2014,8/9/2014,3,2,1,8268,1,0,1,2,50,682,34
110016,7/19/2014 22:34,13,1,46,171,27173,4821.8813,9569,0,0,9,3/20/2015,3/23/2015,4,0,1,13441,4,0,1,2,50,682,34
249476,4/8/2014 18:50,2,3,66,331,40794,294.0671,521,0,0,1,6/27/2014,6/29/2014,2,0,1,17563,1,0,1,2,50,1235,34
66598,12/2/2014 11:51,2,3,66,258,4687,1839.0978,9266,1,0,2,2/21/2015,2/26/2015,2,0,1,12837,5,0,1,4,8,118,34
266684,4/17/2014 11:07,2,3,66,254,23820,1097.7496,7288,0,0,9,10/25/2014,10/29/2014,2,2,1,12654,5,0,1,2,50,682,34
154428,10/24/2013 23:40,13,1,66,220,49937,131.3092,3568,1,0,9,10/27/2013,10/28/2013,2,2,1,8268,1,0,1,2,50,682,34
163020,1/21/2014 19:39,34,3,205,354,41495,1078.521,7607,0,1,9,11/11/2014,11/18/2014,2,2,1,17520,3,0,2,2,50,682,34
105961,11/20/2014 19:31,2,3,66,442,9891,233.4782,7275,0,0,9,12/23/2014,12/24/2014,3,1,1,8243,1,0,1,2,50,409,34
38620,7/18/2014 19:25,2,3,66,311,50995,1735.7726,7336,0,1,9,8/22/2014,8/29/2014,2,2,1,8791,1,0,1,4,8,110,34
182785,11/21/2013 11:38,2,3,66,174,26220,135.9531,1173,1,0,9,11/21/2013,11/22/2013,2,0,1,8278,1,0,1,2,50,368,34
49726,12/23/2014 14:33,2,3,66,331,38729,283.1244,8380,1,0,1,12/23/2014,12/24/2014,2,0,1,17563,1,0,1,2,50,1235,34
131938,8/1/2014 8:06,2,3,66,174,18037,2386.5777,108,0,1,9,8/28/2014,9/1/2014,2,0,1,8791,1,0,2,4,8,110,34
4212,12/3/2014 18:43,2,3,66,220,11496,2134.1996,601,0,1,9,12/10/2014,12/13/2014,2,0,1,45689,6,0,1,2,50,368,34
276366,6/30/2014 9:27,2,3,66,220,2086,128.4333,6094,0,0,2,7/2/2014,7/5/2014,2,0,1,28514,6,0,1,2,50,1457,34
49784,6/5/2014 20:20,2,3,66,435,22768,661.8433,8612,0,0,9,7/11/2014,7/12/2014,2,0,1,8268,1,0,1,2,50,682,34
172776,11/7/2014 13:17,2,3,66,442,35390,9201.4003,4323,0,1,9,12/22/2014,12/29/2014,2,0,1,1398,3,0,3,3,141,1240,34
264363,10/7/2014 13:15,2,3,66,351,43156,885.1186,4551,0,1,9,2/7/2015,2/13/2015,2,1,1,17584,6,0,2,2,50,682,34
229397,12/6/2013 18:23,2,3,66,226,42300,588.635,2112,1,0,9,12/6/2013,12/7/2013,2,0,1,12495,5,0,1,2,50,699,34
1499,8/9/2014 15:30,2,3,66,174,21356,2103.7012,7523,1,0,9,11/2/2014,11/6/2014,3,0,1,8791,1,0,2,4,8,110,34
120459,11/24/2014 20:13,2,3,66,462,36965,2705.5815,4067,0,1,2,12/13/2014,12/18/2014,2,0,1,8791,1,0,1,4,8,110,34
